,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Outlet_Year
879,DRM48,15.2,Low Fat,0.113125627,Soft Drinks,38.6848,OUT045,Small,Tier 2,Supermarket Type1,1155.8288,Train,21
880,FDW46,13.0,Regular,0.070699313,Snack Foods,65.7484,OUT017,Small,Tier 2,Supermarket Type1,1174.4712,Train,16
881,FDW27,5.86,Regular,0.151467821,Meat,154.1314,OUT018,Medium,Tier 3,Supermarket Type2,3412.8908,Train,14
882,NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,Small,Tier 3,Grocery Store,300.9416,Train,25
883,FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,Small,Tier 3,Grocery Store,387.4956,Train,25
884,DRE12,4.589999999999999,Low Fat,0.0704378,Soft Drinks,112.886,OUT027,Medium,Tier 3,Supermarket Type3,2942.836,Train,38
885,FDX35,5.035,Regular,0.079844043,Breads,226.3036,OUT013,High,Tier 3,Supermarket Type1,4098.6648,Train,36
886,FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,Medium,Tier 1,Supermarket Type1,452.744,Train,24
887,FDY27,6.38,Low Fat,0.032028115,Dairy,178.3344,OUT018,Medium,Tier 3,Supermarket Type2,3211.8192,Train,14
888,NCN06,8.39,Low Fat,0.120497266,Household,162.2868,OUT046,Small,Tier 1,Supermarket Type1,2620.5888,Train,26
889,FDR57,5.675,Regular,0.023492524,Snack Foods,155.5288,OUT035,Small,Tier 2,Supermarket Type1,1414.1592,Train,19
890,FDL32,15.7,Regular,0.122657336,Fruits and Vegetables,110.1544,OUT049,Medium,Tier 1,Supermarket Type1,1565.9616,Train,24
891,FDW46,13.0,Regular,0.070588037,Snack Foods,65.9484,OUT018,Medium,Tier 3,Supermarket Type2,1043.9744,Train,14
892,NCO17,10.0,Low Fat,0.073024401,Health and Hygiene,121.844,OUT027,Medium,Tier 3,Supermarket Type3,3115.944,Train,38
893,FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145.3102,OUT013,High,Tier 3,Supermarket Type1,729.051,Train,36
894,FDJ33,8.895,Regular,0.088821765,Snack Foods,125.173,OUT017,Small,Tier 2,Supermarket Type1,2956.152,Train,16
895,FDB15,10.895,Low Fat,0.136810742,Dairy,263.0568,OUT046,Small,Tier 1,Supermarket Type1,527.3136,Train,26
896,FDA52,16.2,Regular,0.128682722,Frozen Foods,178.437,OUT045,Small,Tier 2,Supermarket Type1,1058.622,Train,21
897,FDZ08,12.5,Regular,0.109459733,Fruits and Vegetables,84.1592,OUT027,Medium,Tier 3,Supermarket Type3,1320.9472,Train,38
898,FDR27,15.1,Regular,0.096644015,Meat,131.9942,OUT017,Small,Tier 2,Supermarket Type1,3047.3666,Train,16
899,NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,Small,Tier 1,Supermarket Type1,1725.7536,Train,26
900,FDZ12,9.17,Low Fat,0.0996963049,Baking Goods,144.847,OUT019,Small,Tier 1,Grocery Store,143.147,Train,38
901,FDM60,10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,Medium,Tier 3,Supermarket Type2,446.7518,Train,14
902,NCI31,20.0,Low Fat,0.08165845,Others,35.019,OUT018,Medium,Tier 3,Supermarket Type2,585.904,Train,14
903,FDX39,14.3,Regular,0.04975339,Meat,210.3586,OUT049,Medium,Tier 1,Supermarket Type1,6331.758,Train,24
904,NCV05,10.1,Low Fat,0.030379382,Health and Hygiene,153.4656,OUT017,Small,Tier 2,Supermarket Type1,1853.5872,Train,16
905,FDX16,17.85,Low Fat,0.065810045,Frozen Foods,149.105,OUT046,Small,Tier 1,Supermarket Type1,2247.075,Train,26
906,DRK12,9.5,Low Fat,0.037266949555555554,Soft Drinks,32.89,OUT010,Small,Tier 3,Grocery Store,33.29,Train,25
907,NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,OUT017,Small,Tier 2,Supermarket Type1,445.4202,Train,16
908,DRG51,12.1,Low Fat,0.019314961,Dairy,164.6526,OUT010,Small,Tier 3,Grocery Store,657.8104,Train,25
909,NCR30,20.6,Low Fat,0.071282168,Household,74.4696,OUT018,Medium,Tier 3,Supermarket Type2,223.7088,Train,14
910,NCE31,7.67,Low Fat,0.184843579,Household,33.1216,OUT046,Small,Tier 1,Supermarket Type1,727.0536,Train,26
911,FDM56,16.7,Low Fat,0.122896411,Fruits and Vegetables,111.1912,OUT019,Small,Tier 1,Grocery Store,218.3824,Train,38
912,FDP24,20.6,Low Fat,0.082935004,Baking Goods,119.5756,OUT013,High,Tier 3,Supermarket Type1,2665.8632,Train,36
913,DRM37,15.35,Low Fat,0.161350176,Soft Drinks,196.6768,OUT010,Small,Tier 3,Grocery Store,591.2304,Train,25
914,FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,High,Tier 3,Supermarket Type1,2311.6576,Train,36
915,DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224.772,OUT049,Medium,Tier 1,Supermarket Type1,7017.532,Train,24
916,FDW49,19.5,Low Fat,0.14453827,Canned,180.6002,OUT019,Small,Tier 1,Grocery Store,895.501,Train,38
917,FDM20,10.0,Low Fat,0.038685802,Fruits and Vegetables,243.8144,OUT046,Small,Tier 1,Supermarket Type1,4655.2736,Train,26
918,FDK15,10.8,Low Fat,0.172309903,Meat,98.2042,OUT019,Small,Tier 1,Grocery Store,198.4084,Train,38
919,FDK48,7.445,Low Fat,0.037690731,Baking Goods,73.3354,OUT049,Medium,Tier 1,Supermarket Type1,451.4124,Train,24
920,FDO49,10.6,Regular,0.05787008,Breakfast,49.7008,OUT019,Small,Tier 1,Grocery Store,50.6008,Train,38
921,FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102.1332,OUT018,Medium,Tier 3,Supermarket Type2,615.1992,Train,14
922,NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,High,Tier 3,Supermarket Type1,876.1928,Train,36
923,FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,Small,Tier 1,Supermarket Type1,2454.1388,Train,26
924,FDQ24,15.7,Low Fat,0.12898088,Baking Goods,250.4724,OUT019,Small,Tier 1,Grocery Store,251.6724,Train,38
925,DRL11,10.5,Low Fat,0.048115543,Hard Drinks,159.0946,OUT045,Small,Tier 2,Supermarket Type1,4102.6596,Train,21
926,FDO36,19.7,Low Fat,0.077899109,Baking Goods,177.766,OUT035,Small,Tier 2,Supermarket Type1,2696.49,Train,19
927,FDN52,9.395,Regular,0.13093275,Frozen Foods,86.9198,OUT027,Medium,Tier 3,Supermarket Type3,1569.9564,Train,38
928,FDF21,10.3,Regular,0.098464979,Fruits and Vegetables,188.653,OUT010,Small,Tier 3,Grocery Store,189.753,Train,25
929,FDU40,20.85,Low Fat,0.037372847,Frozen Foods,192.7478,OUT013,High,Tier 3,Supermarket Type1,3099.9648,Train,36
930,FDS51,13.35,Low Fat,0.032230526,Meat,61.4194,OUT049,Medium,Tier 1,Supermarket Type1,743.0328,Train,24
931,FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,Small,Tier 1,Supermarket Type1,1611.9018,Train,26
932,FDX50,20.1,Low Fat,0.07461309,Dairy,108.7228,OUT035,Small,Tier 2,Supermarket Type1,1215.7508,Train,19
933,NCN14,19.1,Low Fat,0.160936178,Others,184.2608,OUT019,Small,Tier 1,Grocery Store,367.5216,Train,38
934,FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120.8756,OUT018,Medium,Tier 3,Supermarket Type2,3150.5656,Train,14
935,FDV57,15.25,Regular,0.065577449,Snack Foods,181.766,OUT027,Medium,Tier 3,Supermarket Type3,7370.406,Train,38
936,FDB44,6.655,Low Fat,0.016944719,Fruits and Vegetables,209.2586,OUT013,High,Tier 3,Supermarket Type1,2954.8204,Train,36
937,FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47.7402,OUT013,High,Tier 3,Supermarket Type1,643.1628,Train,36
938,FDL38,13.8,Regular,0.02579577,Canned,88.4172,OUT019,Small,Tier 1,Grocery Store,89.2172,Train,38
939,NCS54,13.6,Low Fat,0.010008699,Household,176.737,OUT049,Medium,Tier 1,Supermarket Type1,4940.236,Train,24
940,DRL37,15.5,Low Fat,0.053362086,Soft Drinks,41.577,OUT035,Small,Tier 2,Supermarket Type1,735.709,Train,19
941,FDA43,10.895,Low Fat,0.064621927,Fruits and Vegetables,196.6794,OUT013,High,Tier 3,Supermarket Type1,1170.4764,Train,36
942,FDZ39,19.7,Regular,0.018126724,Meat,101.799,OUT017,Small,Tier 2,Supermarket Type1,1135.189,Train,16
943,FDG45,8.1,Low Fat,0.09496884266666666,Fruits and Vegetables,211.8902,OUT018,Medium,Tier 3,Supermarket Type2,3823.0236,Train,14
944,FDH10,21.0,Low Fat,0.049263979,Snack Foods,195.0478,OUT013,High,Tier 3,Supermarket Type1,1549.9824,Train,36
945,FDO10,13.65,Regular,0.021343732,Snack Foods,58.3588,OUT010,Small,Tier 3,Grocery Store,114.5176,Train,25
946,FDS35,9.3,Low Fat,0.110681931,Breads,63.2826,OUT027,Medium,Tier 3,Supermarket Type3,1033.3216,Train,38
947,FDI41,18.5,Regular,0.061955439,Frozen Foods,145.1418,OUT027,Medium,Tier 3,Supermarket Type3,4561.3958,Train,38
948,FDN21,18.6,Low Fat,0.076483451,Snack Foods,163.1236,OUT027,Medium,Tier 3,Supermarket Type3,2416.854,Train,38
949,NCO18,13.15,Low Fat,0.024701262,Household,176.8686,OUT045,Small,Tier 2,Supermarket Type1,2133.2232,Train,21
950,FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2198,OUT018,Medium,Tier 3,Supermarket Type2,1482.7366,Train,14
951,FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.5098,OUT013,High,Tier 3,Supermarket Type1,2892.2352,Train,36
952,FDX59,10.195,Low Fat,0.0514111,Breads,33.0558,OUT027,Medium,Tier 3,Supermarket Type3,984.7182,Train,38
953,FDZ23,17.75,Regular,0.112985849,Baking Goods,185.424,OUT010,Small,Tier 3,Grocery Store,745.696,Train,25
954,FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,Small,Tier 1,Supermarket Type1,1323.6104,Train,26
955,FDV07,9.5,Low Fat,0.023469217625,Fruits and Vegetables,110.4228,OUT017,Small,Tier 2,Supermarket Type1,1547.3192,Train,16
956,FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,OUT017,Small,Tier 2,Supermarket Type1,647.1576,Train,16
957,FDO01,21.1,Regular,0.020760673,Breakfast,128.7994,OUT045,Small,Tier 2,Supermarket Type1,1798.9916,Train,21
958,FDO13,7.865,Low Fat,0.061405051,Breakfast,166.3526,OUT017,Small,Tier 2,Supermarket Type1,1973.4312,Train,16
959,FDU25,12.35,Low Fat,0.026676216,Canned,57.0246,OUT035,Small,Tier 2,Supermarket Type1,1737.738,Train,19
960,NCK54,12.15,Low Fat,0.029380407,Household,114.715,OUT027,Medium,Tier 3,Supermarket Type3,1864.24,Train,38
961,FDZ56,16.25,Low Fat,0.025715562,Fruits and Vegetables,168.1474,OUT013,High,Tier 3,Supermarket Type1,1516.0266,Train,36
962,NCL55,12.15,Low Fat,0.065026434,Others,253.704,OUT017,Small,Tier 2,Supermarket Type1,5060.08,Train,16
963,FDD59,10.5,Regular,0.066315023,Starchy Foods,78.296,OUT045,Small,Tier 2,Supermarket Type1,2157.192,Train,21
964,FDJ55,12.8,Regular,0.023664054,Meat,226.0404,OUT017,Small,Tier 2,Supermarket Type1,5400.9696,Train,16
965,FDA45,21.25,Low Fat,0.154627247,Snack Foods,177.637,OUT027,Medium,Tier 3,Supermarket Type3,5469.547,Train,38
966,DRF23,4.61,Low Fat,0.205294827,Hard Drinks,172.8396,OUT010,Small,Tier 3,Grocery Store,174.4396,Train,25
967,FDT49,7.0,Low Fat,0.152261999,Canned,105.728,OUT017,Small,Tier 2,Supermarket Type1,1278.336,Train,16
968,NCO17,10.0,Low Fat,0.06326427488888889,Health and Hygiene,120.644,OUT035,Small,Tier 2,Supermarket Type1,1917.504,Train,19
969,FDH22,6.405,Low Fat,0.136275173,Snack Foods,128.1678,OUT035,Small,Tier 2,Supermarket Type1,1017.3424,Train,19
970,FDT34,9.3,Low Fat,0.174621343,Snack Foods,104.2964,OUT049,Medium,Tier 1,Supermarket Type1,1998.7316,Train,24
971,FDB39,11.6,Low Fat,0.038597077,Dairy,57.9272,OUT045,Small,Tier 2,Supermarket Type1,615.1992,Train,21
972,FDQ22,16.75,Low Fat,0.029799965,Snack Foods,39.1822,OUT045,Small,Tier 2,Supermarket Type1,314.2576,Train,21
973,NCN43,12.15,Low Fat,0.011314423,Others,122.973,OUT010,Small,Tier 3,Grocery Store,123.173,Train,25
974,FDG57,14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2034,OUT049,Medium,Tier 1,Supermarket Type1,1020.6714,Train,24
975,FDR20,20.0,Regular,0.028118435,Fruits and Vegetables,46.7744,OUT035,Small,Tier 2,Supermarket Type1,1222.4088,Train,19
976,FDU22,12.35,Low Fat,0.163350221,Snack Foods,120.2124,OUT019,Small,Tier 1,Grocery Store,474.0496,Train,38
977,NCC43,7.39,Low Fat,0.093307713,Household,250.9066,OUT017,Small,Tier 2,Supermarket Type1,1506.0396,Train,16
978,FDP01,20.75,Regular,0.105994654,Breakfast,150.5682,OUT010,Small,Tier 3,Grocery Store,762.341,Train,25
979,FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,OUT018,Medium,Tier 3,Supermarket Type2,1277.0044,Train,14
980,FDZ33,10.195,Low Fat,0.107376743,Snack Foods,147.6076,OUT035,Small,Tier 2,Supermarket Type1,3547.3824,Train,19
981,FDP48,7.5200000000000005,Regular,0.043810028,Baking Goods,181.395,OUT027,Medium,Tier 3,Supermarket Type3,6042.135,Train,38
982,FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,OUT010,Small,Tier 3,Grocery Store,384.8324,Train,25
983,FDC26,10.195,Low Fat,0.126897925,Canned,110.6886,OUT018,Medium,Tier 3,Supermarket Type2,1223.0746,Train,14
984,FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,OUT018,Medium,Tier 3,Supermarket Type2,2182.4924,Train,14
985,FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,OUT035,Small,Tier 2,Supermarket Type1,1478.076,Train,19
986,FDD04,16.0,Low Fat,0.090153756,Dairy,143.2154,OUT045,Small,Tier 2,Supermarket Type1,1418.154,Train,21
987,NCJ31,19.2,Low Fat,0.182501773,Others,239.2196,OUT013,High,Tier 3,Supermarket Type1,5061.4116,Train,36
988,FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.7578,OUT046,Small,Tier 1,Supermarket Type1,2888.2404,Train,26
989,FDM36,11.65,Regular,0.058446424,Baking Goods,172.1422,OUT027,Medium,Tier 3,Supermarket Type3,5518.1504,Train,38
990,NCY05,13.5,Low Fat,0.054990009,Health and Hygiene,35.2874,OUT046,Small,Tier 1,Supermarket Type1,741.0354,Train,26
991,FDS44,12.65,Regular,0.15528831,Fruits and Vegetables,241.7538,OUT027,Medium,Tier 3,Supermarket Type3,9133.4444,Train,38
992,FDZ39,19.7,Regular,0.018021361,Meat,101.199,OUT035,Small,Tier 2,Supermarket Type1,1857.582,Train,19
993,NCM31,6.095,Low Fat,0.0816559,Others,143.3154,OUT017,Small,Tier 2,Supermarket Type1,2836.308,Train,16
994,DRK11,8.21,Low Fat,0.010755465,Hard Drinks,150.8392,OUT013,High,Tier 3,Supermarket Type1,2982.784,Train,36
995,FDO34,17.7,Low Fat,0.050111641,Snack Foods,165.9816,OUT010,Small,Tier 3,Grocery Store,167.7816,Train,25
996,NCL30,18.1,Low Fat,0.048931174,Household,127.3336,OUT035,Small,Tier 2,Supermarket Type1,1150.5024,Train,19
997,FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,OUT017,Small,Tier 2,Supermarket Type1,9275.9256,Train,16
998,DRJ39,20.25,Low Fat,0.036319195,Dairy,219.3482,OUT035,Small,Tier 2,Supermarket Type1,5038.1086,Train,19
999,NCP06,20.7,Low Fat,0.039055756,Household,152.3366,OUT027,Medium,Tier 3,Supermarket Type3,2115.9124,Train,38
1000,FDE33,19.35,Regular,0.049395242,Fruits and Vegetables,80.3644,OUT027,Medium,Tier 3,Supermarket Type3,1885.5456,Train,38
1001,FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115.6808,OUT049,Medium,Tier 1,Supermarket Type1,703.0848,Train,24
1002,FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.718,OUT018,Medium,Tier 3,Supermarket Type2,2656.542,Train,14
1003,NCO06,19.25,Low Fat,0.108010006,Household,33.3558,OUT035,Small,Tier 2,Supermarket Type1,713.0718,Train,19
1004,DRG03,14.5,Low Fat,0.061934991,Dairy,154.4998,OUT013,High,Tier 3,Supermarket Type1,1691.7978,Train,36
1005,FDU37,9.5,Regular,0.104421237,Canned,80.196,OUT013,High,Tier 3,Supermarket Type1,2157.192,Train,36
1006,FDI57,19.85,Low Fat,0.053980686,Seafood,196.8768,OUT013,High,Tier 3,Supermarket Type1,2561.9984,Train,36
1007,FDM45,8.655,Regular,0.088121336,Snack Foods,119.7756,OUT013,High,Tier 3,Supermarket Type1,2059.9852,Train,36
1008,FDC26,10.195,Low Fat,0.126359196,Canned,109.2886,OUT035,Small,Tier 2,Supermarket Type1,1334.2632,Train,19
1009,FDU14,17.75,Low Fat,0.034584356,Dairy,248.375,OUT027,Medium,Tier 3,Supermarket Type3,10236.675,Train,38
1010,FDB26,14.0,Regular,0.031267496,Canned,51.464,OUT046,Small,Tier 1,Supermarket Type1,692.432,Train,26
1011,FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,OUT018,Medium,Tier 3,Supermarket Type2,1488.7288,Train,14
1012,FDY58,11.65,Low Fat,0.040144377,Snack Foods,228.9694,OUT017,Small,Tier 2,Supermarket Type1,6622.7126,Train,16
1013,FDR59,14.5,Regular,0.063851475,Breads,260.4594,OUT035,Small,Tier 2,Supermarket Type1,3139.9128,Train,19
1014,FDS03,7.825,Low Fat,0.079243005,Meat,65.8826,OUT027,Medium,Tier 3,Supermarket Type3,1614.565,Train,38
1015,FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,OUT013,High,Tier 3,Supermarket Type1,585.904,Train,36
1016,FDZ25,15.7,Regular,0.02748331,Canned,169.379,OUT027,Medium,Tier 3,Supermarket Type3,5602.707,Train,38
1017,NCN26,10.85,Low Fat,0.028738058,Household,117.1808,OUT045,Small,Tier 2,Supermarket Type1,703.0848,Train,21
1018,FDO38,17.25,Low Fat,0.073135768,Canned,77.2986,OUT018,Medium,Tier 3,Supermarket Type2,1012.6818,Train,14
1019,FDP28,13.65,Regular,0.081096613,Frozen Foods,261.2936,OUT017,Small,Tier 2,Supermarket Type1,3131.9232,Train,16
1020,FDG31,12.15,Low Fat,0.063430788,Meat,65.4826,OUT010,Small,Tier 3,Grocery Store,258.3304,Train,25
1021,FDI45,13.1,Low Fat,0.037549969,Fruits and Vegetables,176.1054,OUT013,High,Tier 3,Supermarket Type1,4027.4242,Train,36
1022,NCS54,13.6,Low Fat,0.016726506,Household,176.037,OUT010,Small,Tier 3,Grocery Store,352.874,Train,25
1023,FDE17,20.1,Regular,0.054565932,Frozen Foods,152.2366,OUT045,Small,Tier 2,Supermarket Type1,2418.1856,Train,21
1024,NCG06,16.35,Low Fat,0.029445361,Household,257.6646,OUT046,Small,Tier 1,Supermarket Type1,2061.3168,Train,26
1025,FDQ57,7.275,Low Fat,0.048932713,Snack Foods,144.476,OUT019,Small,Tier 1,Grocery Store,146.476,Train,38
1026,NCB31,6.235,Low Fat,0.118651919,Household,263.991,OUT035,Small,Tier 2,Supermarket Type1,4207.856,Train,19
1027,NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,OUT018,Medium,Tier 3,Supermarket Type2,830.9184,Train,14
1028,NCX29,10.0,Low Fat,0.156094569,Health and Hygiene,144.3102,OUT019,Small,Tier 1,Grocery Store,145.8102,Train,38
1029,FDU37,9.5,Regular,0.104933928,Canned,78.796,OUT018,Medium,Tier 3,Supermarket Type2,1198.44,Train,14
1030,FDM02,12.5,Regular,0.12341737,Canned,86.0198,OUT010,Small,Tier 3,Grocery Store,87.2198,Train,25
1031,FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,OUT046,Small,Tier 1,Supermarket Type1,1960.781,Train,26
1032,FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,OUT046,Small,Tier 1,Supermarket Type1,2929.52,Train,26
1033,FDE50,19.7,Regular,0.01612717,Canned,189.3556,OUT027,Medium,Tier 3,Supermarket Type3,2253.0672,Train,38
1034,FDL52,6.635,Regular,0.077145553,Frozen Foods,39.8506,OUT010,Small,Tier 3,Grocery Store,75.9012,Train,25
1035,FDQ49,20.2,Regular,0.039215075,Breakfast,157.663,OUT013,High,Tier 3,Supermarket Type1,2190.482,Train,36
1036,FDI14,14.1,Low Fat,0.089859642,Canned,140.2496,OUT045,Small,Tier 2,Supermarket Type1,1693.7952,Train,21
1037,FDS16,15.15,Regular,0.066121873,Frozen Foods,145.676,OUT013,High,Tier 3,Supermarket Type1,3661.9,Train,36
1038,FDU15,13.65,Regular,0.026643448,Meat,37.9532,OUT049,Medium,Tier 1,Supermarket Type1,862.8768,Train,24
1039,NCG43,20.2,Low Fat,0.073879939,Household,94.0462,OUT027,Medium,Tier 3,Supermarket Type3,1850.924,Train,38
1040,FDR23,15.85,Low Fat,0.08139146,Breads,177.837,OUT027,Medium,Tier 3,Supermarket Type3,6351.732,Train,38
1041,FDS52,8.89,Low Fat,0.005448005,Frozen Foods,102.1016,OUT027,Medium,Tier 3,Supermarket Type3,3542.056,Train,38
1042,NCP18,12.15,Low Fat,0.028714747,Household,151.9708,OUT018,Medium,Tier 3,Supermarket Type2,3611.2992,Train,14
1043,DRF23,4.61,Low Fat,0.122058364,Hard Drinks,172.8396,OUT027,Medium,Tier 3,Supermarket Type3,7152.0236,Train,38
1044,FDO09,13.5,Regular,0.125528734,Snack Foods,262.191,OUT045,Small,Tier 2,Supermarket Type1,6048.793,Train,21
1045,FDB40,17.5,Regular,0.007555176,Dairy,145.9102,OUT045,Small,Tier 2,Supermarket Type1,2187.153,Train,21
1046,DRK37,5.0,Low Fat,0.077046505,Soft Drinks,189.453,OUT019,Small,Tier 1,Grocery Store,759.012,Train,38
1047,DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,OUT046,Small,Tier 1,Supermarket Type1,1451.444,Train,26
1048,FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,OUT045,Small,Tier 2,Supermarket Type1,958.752,Train,21
1049,FDF04,17.5,Low Fat,0.013634468,Frozen Foods,256.4304,OUT035,Small,Tier 2,Supermarket Type1,1808.3128,Train,19
1050,FDE41,9.195,Regular,0.064376263,Frozen Foods,83.1566,OUT017,Small,Tier 2,Supermarket Type1,1099.2358,Train,16
1051,FDW08,12.1,Low Fat,0.147663025,Fruits and Vegetables,106.028,OUT027,Medium,Tier 3,Supermarket Type3,1810.976,Train,38
1052,NCD54,21.1,Low Fat,0.029003459,Household,143.4786,OUT035,Small,Tier 2,Supermarket Type1,2311.6576,Train,19
1053,FDZ33,10.195,Low Fat,0.107834541,Snack Foods,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,1330.2684,Train,14
1054,FDO23,17.85,Low Fat,0.146399663,Breads,93.8436,OUT035,Small,Tier 2,Supermarket Type1,1418.154,Train,19
1055,FDN34,15.6,Regular,0.04575559,Snack Foods,167.1132,OUT035,Small,Tier 2,Supermarket Type1,2874.9244,Train,19
1056,FDL39,16.1,Regular,0.063278652,Dairy,182.1318,OUT013,High,Tier 3,Supermarket Type1,2345.6134,Train,36
1057,FDT28,13.3,Low Fat,0.063664998,Frozen Foods,151.6708,OUT049,Medium,Tier 1,Supermarket Type1,3912.2408,Train,24
1058,FDH33,12.85,Low Fat,0.122221269,Snack Foods,45.9428,OUT018,Medium,Tier 3,Supermarket Type2,1274.3412,Train,14
1059,FDA34,11.5,Low Fat,0.014944614,Starchy Foods,171.808,OUT017,Small,Tier 2,Supermarket Type1,5712.564,Train,16
1060,FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166.4474,OUT035,Small,Tier 2,Supermarket Type1,5390.3168,Train,19
1061,DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,OUT017,Small,Tier 2,Supermarket Type1,1160.4894,Train,16
1062,NCO18,13.15,Low Fat,0.024646608,Household,177.4686,OUT035,Small,Tier 2,Supermarket Type1,5510.8266,Train,19
1063,DRG27,8.895,Low Fat,0.10224054266666667,Dairy,42.0138,OUT018,Medium,Tier 3,Supermarket Type2,568.5932,Train,14
1064,FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.366,OUT010,Small,Tier 3,Grocery Store,179.766,Train,25
1065,NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,OUT010,Small,Tier 3,Grocery Store,143.8128,Train,25
1066,FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114.4176,OUT035,Small,Tier 2,Supermarket Type1,2633.9048,Train,19
1067,FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,OUT049,Medium,Tier 1,Supermarket Type1,6183.9504,Train,24
1068,FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,Small,Tier 1,Supermarket Type1,2702.4822,Train,26
1069,FDQ37,20.75,Low Fat,0.089260667,Breakfast,193.4478,OUT046,Small,Tier 1,Supermarket Type1,4843.695,Train,26
1070,NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,OUT045,Small,Tier 2,Supermarket Type1,952.7598,Train,21
